"","dim","delta","ir","Comparison","Difference"
"1126",2,0,0.1,"P-CCCD_minus_ACDC5",0.00437500000000002
"1127",2,0,0.25,"P-CCCD_minus_ACDC5",0
"1128",2,0,0.5,"P-CCCD_minus_ACDC5",0
"1129",2,0,0.75,"P-CCCD_minus_ACDC5",0
"1130",2,0,1,"P-CCCD_minus_ACDC5",-0.00305
"1131",2,0.25,0.1,"P-CCCD_minus_ACDC5",0.123179104477612
"1132",2,0.25,0.25,"P-CCCD_minus_ACDC5",0.0802131147540991
"1133",2,0.25,0.5,"P-CCCD_minus_ACDC5",0.025120689655173
"1134",2,0.25,0.75,"P-CCCD_minus_ACDC5",0.00528205128205106
"1135",2,0.25,1,"P-CCCD_minus_ACDC5",-0.00259459459459399
"1136",2,0.5,0.1,"P-CCCD_minus_ACDC5",0.039245283018868
"1137",2,0.5,0.25,"P-CCCD_minus_ACDC5",0.00877358490565994
"1138",2,0.5,0.5,"P-CCCD_minus_ACDC5",-0.0025643564356429
"1139",2,0.5,0.75,"P-CCCD_minus_ACDC5",-0.00526666666666598
"1140",2,0.5,1,"P-CCCD_minus_ACDC5",-0.005142857142857
"1141",2,0.75,0.1,"P-CCCD_minus_ACDC5",0.00246000000000002
"1142",2,0.75,0.25,"P-CCCD_minus_ACDC5",-0.000121212121211967
"1143",2,0.75,0.5,"P-CCCD_minus_ACDC5",-0.000749999999999917
"1144",2,0.75,0.75,"P-CCCD_minus_ACDC5",-0.000296296296296905
"1145",2,0.75,1,"P-CCCD_minus_ACDC5",0.000166666666666981
"1146",2,1,0.1,"P-CCCD_minus_ACDC5",0
"1147",2,1,0.25,"P-CCCD_minus_ACDC5",0
"1148",2,1,0.5,"P-CCCD_minus_ACDC5",0
"1149",2,1,0.75,"P-CCCD_minus_ACDC5",0
"1150",2,1,1,"P-CCCD_minus_ACDC5",0
"1151",3,0,0.1,"P-CCCD_minus_ACDC5",0
"1152",3,0,0.25,"P-CCCD_minus_ACDC5",-0.000541666666666996
"1153",3,0,0.5,"P-CCCD_minus_ACDC5",-0.000227272727272076
"1154",3,0,0.75,"P-CCCD_minus_ACDC5",-0.00224242424242405
"1155",3,0,1,"P-CCCD_minus_ACDC5",-0.00361904761904797
"1156",3,0.25,0.1,"P-CCCD_minus_ACDC5",0.138533333333333
"1157",3,0.25,0.25,"P-CCCD_minus_ACDC5",0.063131147540984
"1158",3,0.25,0.5,"P-CCCD_minus_ACDC5",0.023878378378378
"1159",3,0.25,0.75,"P-CCCD_minus_ACDC5",0.00823529411764701
"1160",3,0.25,1,"P-CCCD_minus_ACDC5",0.013542857142857
"1161",3,0.5,0.1,"P-CCCD_minus_ACDC5",0.020439655172414
"1162",3,0.5,0.25,"P-CCCD_minus_ACDC5",0.00668181818181801
"1163",3,0.5,0.5,"P-CCCD_minus_ACDC5",0.00123076923076992
"1164",3,0.5,0.75,"P-CCCD_minus_ACDC5",-0.00204166666666594
"1165",3,0.5,1,"P-CCCD_minus_ACDC5",-0.00119999999999998
"1166",3,0.75,0.1,"P-CCCD_minus_ACDC5",-0.001826923076924
"1167",3,0.75,0.25,"P-CCCD_minus_ACDC5",-0.00407692307692309
"1168",3,0.75,0.5,"P-CCCD_minus_ACDC5",-0.000399999999999956
"1169",3,0.75,0.75,"P-CCCD_minus_ACDC5",0.000199999999999978
"1170",3,0.75,1,"P-CCCD_minus_ACDC5",-0.000399999999999956
"1171",3,1,0.1,"P-CCCD_minus_ACDC5",0
"1172",3,1,0.25,"P-CCCD_minus_ACDC5",0
"1173",3,1,0.5,"P-CCCD_minus_ACDC5",-0.000333333333332964
"1174",3,1,0.75,"P-CCCD_minus_ACDC5",0
"1175",3,1,1,"P-CCCD_minus_ACDC5",0
"1176",5,0,0.1,"P-CCCD_minus_ACDC5",0
"1177",5,0,0.25,"P-CCCD_minus_ACDC5",0
"1178",5,0,0.5,"P-CCCD_minus_ACDC5",0
"1179",5,0,0.75,"P-CCCD_minus_ACDC5",-0.003647058823529
"1180",5,0,1,"P-CCCD_minus_ACDC5",-0.00155555555555598
"1181",5,0.25,0.1,"P-CCCD_minus_ACDC5",0.088896551724138
"1182",5,0.25,0.25,"P-CCCD_minus_ACDC5",0.053042857142857
"1183",5,0.25,0.5,"P-CCCD_minus_ACDC5",0.016887323943662
"1184",5,0.25,0.75,"P-CCCD_minus_ACDC5",0.015319727891156
"1185",5,0.25,1,"P-CCCD_minus_ACDC5",0.011142857142858
"1186",5,0.5,0.1,"P-CCCD_minus_ACDC5",0.00845312499999995
"1187",5,0.5,0.25,"P-CCCD_minus_ACDC5",0.000714285714286
"1188",5,0.5,0.5,"P-CCCD_minus_ACDC5",0.000200000000000089
"1189",5,0.5,0.75,"P-CCCD_minus_ACDC5",-0.00162962962962909
"1190",5,0.5,1,"P-CCCD_minus_ACDC5",0.002
"1191",5,0.75,0.1,"P-CCCD_minus_ACDC5",-0.00221428571428606
"1192",5,0.75,0.25,"P-CCCD_minus_ACDC5",-0.00133333333333296
"1193",5,0.75,0.5,"P-CCCD_minus_ACDC5",-0.000666666666666926
"1194",5,0.75,0.75,"P-CCCD_minus_ACDC5",0.000333333333332964
"1195",5,0.75,1,"P-CCCD_minus_ACDC5",-0.000750000000000028
"1196",5,1,0.1,"P-CCCD_minus_ACDC5",0
"1197",5,1,0.25,"P-CCCD_minus_ACDC5",0
"1198",5,1,0.5,"P-CCCD_minus_ACDC5",0
"1199",5,1,0.75,"P-CCCD_minus_ACDC5",0
"1200",5,1,1,"P-CCCD_minus_ACDC5",0
"1201",10,0,0.1,"RW-CCCD_minus_ACDC1",-0.000349999999999961
"1202",10,0,0.25,"RW-CCCD_minus_ACDC1",0
"1203",10,0,0.5,"RW-CCCD_minus_ACDC1",-0.00126666666666697
"1204",10,0,0.75,"RW-CCCD_minus_ACDC1",-0.000862745098038964
"1205",10,0,1,"RW-CCCD_minus_ACDC1",0.000764705882353001
"1206",10,0.25,0.1,"RW-CCCD_minus_ACDC1",0.198029411764706
"1207",10,0.25,0.25,"RW-CCCD_minus_ACDC1",0.108582278481013
"1208",10,0.25,0.5,"RW-CCCD_minus_ACDC1",0.048666666666667
"1209",10,0.25,0.75,"RW-CCCD_minus_ACDC1",0.022897435897436
"1210",10,0.25,1,"RW-CCCD_minus_ACDC1",0.0183
"1211",10,0.5,0.1,"RW-CCCD_minus_ACDC1",-0.00673469387755099
"1212",10,0.5,0.25,"RW-CCCD_minus_ACDC1",-0.00237500000000002
"1213",10,0.5,0.5,"RW-CCCD_minus_ACDC1",-0.00120000000000009
"1214",10,0.5,0.75,"RW-CCCD_minus_ACDC1",-0.00133333333333308
"1215",10,0.5,1,"RW-CCCD_minus_ACDC1",0.00133333333333407
"1216",10,0.75,0.1,"RW-CCCD_minus_ACDC1",0
"1217",10,0.75,0.25,"RW-CCCD_minus_ACDC1",0
"1218",10,0.75,0.5,"RW-CCCD_minus_ACDC1",0
"1219",10,0.75,0.75,"RW-CCCD_minus_ACDC1",0
"1220",10,0.75,1,"RW-CCCD_minus_ACDC1",0
"1221",10,1,0.1,"RW-CCCD_minus_ACDC1",0
"1222",10,1,0.25,"RW-CCCD_minus_ACDC1",0
"1223",10,1,0.5,"RW-CCCD_minus_ACDC1",0
"1224",10,1,0.75,"RW-CCCD_minus_ACDC1",0
"1225",10,1,1,"RW-CCCD_minus_ACDC1",0
"1226",2,0,0.1,"RW-CCCD_minus_ACDC1",-0.000416666666667065
"1227",2,0,0.25,"RW-CCCD_minus_ACDC1",-0.000312500000000049
"1228",2,0,0.5,"RW-CCCD_minus_ACDC1",0
"1229",2,0,0.75,"RW-CCCD_minus_ACDC1",-0.000766666666667026
"1230",2,0,1,"RW-CCCD_minus_ACDC1",-0.00205
"1231",2,0.25,0.1,"RW-CCCD_minus_ACDC1",0.142253731343283
"1232",2,0.25,0.25,"RW-CCCD_minus_ACDC1",0.194
"1233",2,0.25,0.5,"RW-CCCD_minus_ACDC1",0.179586206896552
"1234",2,0.25,0.75,"RW-CCCD_minus_ACDC1",0.0966769230769231
"1235",2,0.25,1,"RW-CCCD_minus_ACDC1",0.0282972972972969
"1236",2,0.5,0.1,"RW-CCCD_minus_ACDC1",0.328698113207547
"1237",2,0.5,0.25,"RW-CCCD_minus_ACDC1",0.253773584905661
"1238",2,0.5,0.5,"RW-CCCD_minus_ACDC1",0.124257425742575
"1239",2,0.5,0.75,"RW-CCCD_minus_ACDC1",0.00919999999999999
"1240",2,0.5,1,"RW-CCCD_minus_ACDC1",0.003857142857143
"1241",2,0.75,0.1,"RW-CCCD_minus_ACDC1",0.207593333333334
"1242",2,0.75,0.25,"RW-CCCD_minus_ACDC1",0.077893939393939
"1243",2,0.75,0.5,"RW-CCCD_minus_ACDC1",-0.00157894736842101
"1244",2,0.75,0.75,"RW-CCCD_minus_ACDC1",-0.000185185185184955
"1245",2,0.75,1,"RW-CCCD_minus_ACDC1",0.00183333333333302
"1246",2,1,0.1,"RW-CCCD_minus_ACDC1",-0.003
"1247",2,1,0.25,"RW-CCCD_minus_ACDC1",0
"1248",2,1,0.5,"RW-CCCD_minus_ACDC1",-0.002
"1249",2,1,0.75,"RW-CCCD_minus_ACDC1",-0.000499999999999945
"1250",2,1,1,"RW-CCCD_minus_ACDC1",-0.001
"1251",3,0,0.1,"RW-CCCD_minus_ACDC1",-0.00094736842105303
"1252",3,0,0.25,"RW-CCCD_minus_ACDC1",-0.000291666666667023
"1253",3,0,0.5,"RW-CCCD_minus_ACDC1",0
"1254",3,0,0.75,"RW-CCCD_minus_ACDC1",0.000363636363636011
"1255",3,0,1,"RW-CCCD_minus_ACDC1",0.00180952380952404
"1256",3,0.25,0.1,"RW-CCCD_minus_ACDC1",0.163016666666667
"1257",3,0.25,0.25,"RW-CCCD_minus_ACDC1",0.210196721311475
"1258",3,0.25,0.5,"RW-CCCD_minus_ACDC1",0.163864864864864
"1259",3,0.25,0.75,"RW-CCCD_minus_ACDC1",0.0988627450980389
"1260",3,0.25,1,"RW-CCCD_minus_ACDC1",0.0542
"1261",3,0.5,0.1,"RW-CCCD_minus_ACDC1",0.238793103448275
"1262",3,0.5,0.25,"RW-CCCD_minus_ACDC1",0.125045454545455
"1263",3,0.5,0.5,"RW-CCCD_minus_ACDC1",0.0471794871794869
"1264",3,0.5,0.75,"RW-CCCD_minus_ACDC1",0.011333333333333
"1265",3,0.5,1,"RW-CCCD_minus_ACDC1",0.0103000000000001
"1266",3,0.75,0.1,"RW-CCCD_minus_ACDC1",0.023211538461539
"1267",3,0.75,0.25,"RW-CCCD_minus_ACDC1",-0.00253846153846105
"1268",3,0.75,0.5,"RW-CCCD_minus_ACDC1",-0.00180000000000002
"1269",3,0.75,0.75,"RW-CCCD_minus_ACDC1",0.00286666666666702
"1270",3,0.75,1,"RW-CCCD_minus_ACDC1",0
"1271",3,1,0.1,"RW-CCCD_minus_ACDC1",-0.005
"1272",3,1,0.25,"RW-CCCD_minus_ACDC1",0
"1273",3,1,0.5,"RW-CCCD_minus_ACDC1",-0.002
"1274",3,1,0.75,"RW-CCCD_minus_ACDC1",-0.000666666666667037
"1275",3,1,1,"RW-CCCD_minus_ACDC1",-0.000499999999999945
"1276",5,0,0.1,"RW-CCCD_minus_ACDC1",0
"1277",5,0,0.25,"RW-CCCD_minus_ACDC1",-0.000950000000000006
"1278",5,0,0.5,"RW-CCCD_minus_ACDC1",0.00338095238095204
"1279",5,0,0.75,"RW-CCCD_minus_ACDC1",0
"1280",5,0,1,"RW-CCCD_minus_ACDC1",-0.00133333333333296
"1281",5,0.25,0.1,"RW-CCCD_minus_ACDC1",0.205758620689655
"1282",5,0.25,0.25,"RW-CCCD_minus_ACDC1",0.2045
"1283",5,0.25,0.5,"RW-CCCD_minus_ACDC1",0.111802816901408
"1284",5,0.25,0.75,"RW-CCCD_minus_ACDC1",0.062340136054422
"1285",5,0.25,1,"RW-CCCD_minus_ACDC1",0.034535714285714
"1286",5,0.5,0.1,"RW-CCCD_minus_ACDC1",0.092546875
"1287",5,0.5,0.25,"RW-CCCD_minus_ACDC1",0.0375476190476189
"1288",5,0.5,0.5,"RW-CCCD_minus_ACDC1",0.00130000000000008
"1289",5,0.5,0.75,"RW-CCCD_minus_ACDC1",0.00762962962962999
"1290",5,0.5,1,"RW-CCCD_minus_ACDC1",0.00287499999999996
"1291",5,0.75,0.1,"RW-CCCD_minus_ACDC1",-0.00292857142857095
"1292",5,0.75,0.25,"RW-CCCD_minus_ACDC1",0.00083333333333302
"1293",5,0.75,0.5,"RW-CCCD_minus_ACDC1",-0.00083333333333302
"1294",5,0.75,0.75,"RW-CCCD_minus_ACDC1",0.000333333333333963
"1295",5,0.75,1,"RW-CCCD_minus_ACDC1",0.000499999999999945
"1296",5,1,0.1,"RW-CCCD_minus_ACDC1",-0.00375000000000003
"1297",5,1,0.25,"RW-CCCD_minus_ACDC1",-0.00160000000000005
"1298",5,1,0.5,"RW-CCCD_minus_ACDC1",-0.001
"1299",5,1,0.75,"RW-CCCD_minus_ACDC1",0
"1300",5,1,1,"RW-CCCD_minus_ACDC1",0
"1301",10,0,0.1,"RW-CCCD_minus_ACDC2",0
"1302",10,0,0.25,"RW-CCCD_minus_ACDC2",-0.000555555555555975
"1303",10,0,0.5,"RW-CCCD_minus_ACDC2",-0.00346666666666695
"1304",10,0,0.75,"RW-CCCD_minus_ACDC2",-0.00150980392156896
"1305",10,0,1,"RW-CCCD_minus_ACDC2",0.000764705882353001
"1306",10,0.25,0.1,"RW-CCCD_minus_ACDC2",0.142705882352941
"1307",10,0.25,0.25,"RW-CCCD_minus_ACDC2",0.050164556962026
"1308",10,0.25,0.5,"RW-CCCD_minus_ACDC2",0.0124375
"1309",10,0.25,0.75,"RW-CCCD_minus_ACDC2",0.00843589743589801
"1310",10,0.25,1,"RW-CCCD_minus_ACDC2",0.00795000000000001
"1311",10,0.5,0.1,"RW-CCCD_minus_ACDC2",-0.016510204081633
"1312",10,0.5,0.25,"RW-CCCD_minus_ACDC2",-0.002
"1313",10,0.5,0.5,"RW-CCCD_minus_ACDC2",-0.00160000000000005
"1314",10,0.5,0.75,"RW-CCCD_minus_ACDC2",-0.000555555555554976
"1315",10,0.5,1,"RW-CCCD_minus_ACDC2",0.00133333333333407
"1316",10,0.75,0.1,"RW-CCCD_minus_ACDC2",0
"1317",10,0.75,0.25,"RW-CCCD_minus_ACDC2",0
"1318",10,0.75,0.5,"RW-CCCD_minus_ACDC2",0
"1319",10,0.75,0.75,"RW-CCCD_minus_ACDC2",0
"1320",10,0.75,1,"RW-CCCD_minus_ACDC2",0
"1321",10,1,0.1,"RW-CCCD_minus_ACDC2",0
"1322",10,1,0.25,"RW-CCCD_minus_ACDC2",0
"1323",10,1,0.5,"RW-CCCD_minus_ACDC2",0
"1324",10,1,0.75,"RW-CCCD_minus_ACDC2",0
"1325",10,1,1,"RW-CCCD_minus_ACDC2",0
"1326",2,0,0.1,"RW-CCCD_minus_ACDC2",0.000499999999999945
"1327",2,0,0.25,"RW-CCCD_minus_ACDC2",0
"1328",2,0,0.5,"RW-CCCD_minus_ACDC2",0
"1329",2,0,0.75,"RW-CCCD_minus_ACDC2",-0.00121666666666698
"1330",2,0,1,"RW-CCCD_minus_ACDC2",0.00129999999999997
"1331",2,0.25,0.1,"RW-CCCD_minus_ACDC2",0.137179104477612
"1332",2,0.25,0.25,"RW-CCCD_minus_ACDC2",0.176524590163935
"1333",2,0.25,0.5,"RW-CCCD_minus_ACDC2",0.122103448275862
"1334",2,0.25,0.75,"RW-CCCD_minus_ACDC2",0.0579230769230771
"1335",2,0.25,1,"RW-CCCD_minus_ACDC2",0.018135135135135
"1336",2,0.5,0.1,"RW-CCCD_minus_ACDC2",0.223283018867925
"1337",2,0.5,0.25,"RW-CCCD_minus_ACDC2",0.126188679245283
"1338",2,0.5,0.5,"RW-CCCD_minus_ACDC2",0.026633663366337
"1339",2,0.5,0.75,"RW-CCCD_minus_ACDC2",0.00804444444444397
"1340",2,0.5,1,"RW-CCCD_minus_ACDC2",-0.001857142857143
"1341",2,0.75,0.1,"RW-CCCD_minus_ACDC2",0.036133333333334
"1342",2,0.75,0.25,"RW-CCCD_minus_ACDC2",0.009424242424242
"1343",2,0.75,0.5,"RW-CCCD_minus_ACDC2",-0.00943421052631599
"1344",2,0.75,0.75,"RW-CCCD_minus_ACDC2",-0.00114814814814801
"1345",2,0.75,1,"RW-CCCD_minus_ACDC2",0.00166666666666604
"1346",2,1,0.1,"RW-CCCD_minus_ACDC2",-0.004
"1347",2,1,0.25,"RW-CCCD_minus_ACDC2",0
"1348",2,1,0.5,"RW-CCCD_minus_ACDC2",-0.002
"1349",2,1,0.75,"RW-CCCD_minus_ACDC2",-0.000499999999999945
"1350",2,1,1,"RW-CCCD_minus_ACDC2",-0.001
"1351",3,0,0.1,"RW-CCCD_minus_ACDC2",0
"1352",3,0,0.25,"RW-CCCD_minus_ACDC2",0
"1353",3,0,0.5,"RW-CCCD_minus_ACDC2",0
"1354",3,0,0.75,"RW-CCCD_minus_ACDC2",-0.000227272727272965
"1355",3,0,1,"RW-CCCD_minus_ACDC2",0.001142857142857
"1356",3,0.25,0.1,"RW-CCCD_minus_ACDC2",0.15395
"1357",3,0.25,0.25,"RW-CCCD_minus_ACDC2",0.144360655737705
"1358",3,0.25,0.5,"RW-CCCD_minus_ACDC2",0.0846621621621619
"1359",3,0.25,0.75,"RW-CCCD_minus_ACDC2",0.044397058823529
"1360",3,0.25,1,"RW-CCCD_minus_ACDC2",0.0316571428571429
"1361",3,0.5,0.1,"RW-CCCD_minus_ACDC2",0.082387931034482
"1362",3,0.5,0.25,"RW-CCCD_minus_ACDC2",0.039215909090909
"1363",3,0.5,0.5,"RW-CCCD_minus_ACDC2",0.009692307692308
"1364",3,0.5,0.75,"RW-CCCD_minus_ACDC2",0.00333333333333297
"1365",3,0.5,1,"RW-CCCD_minus_ACDC2",0.00120000000000009
"1366",3,0.75,0.1,"RW-CCCD_minus_ACDC2",-0.00667307692307695
"1367",3,0.75,0.25,"RW-CCCD_minus_ACDC2",-0.00330769230769201
"1368",3,0.75,0.5,"RW-CCCD_minus_ACDC2",-0.001
"1369",3,0.75,0.75,"RW-CCCD_minus_ACDC2",0.00153333333333305
"1370",3,0.75,1,"RW-CCCD_minus_ACDC2",0.001
"1371",3,1,0.1,"RW-CCCD_minus_ACDC2",-0.005
"1372",3,1,0.25,"RW-CCCD_minus_ACDC2",0
"1373",3,1,0.5,"RW-CCCD_minus_ACDC2",-0.002
"1374",3,1,0.75,"RW-CCCD_minus_ACDC2",-0.000666666666667037
"1375",3,1,1,"RW-CCCD_minus_ACDC2",-0.000499999999999945
"1376",5,0,0.1,"RW-CCCD_minus_ACDC2",0
"1377",5,0,0.25,"RW-CCCD_minus_ACDC2",-9.9999999999989e-05
"1378",5,0,0.5,"RW-CCCD_minus_ACDC2",0.00338095238095204
"1379",5,0,0.75,"RW-CCCD_minus_ACDC2",-0.00115686274509796
"1380",5,0,1,"RW-CCCD_minus_ACDC2",-0.00616666666666699
"1381",5,0.25,0.1,"RW-CCCD_minus_ACDC2",0.159672413793104
"1382",5,0.25,0.25,"RW-CCCD_minus_ACDC2",0.105214285714286
"1383",5,0.25,0.5,"RW-CCCD_minus_ACDC2",0.055647887323943
"1384",5,0.25,0.75,"RW-CCCD_minus_ACDC2",0.027115646258504
"1385",5,0.25,1,"RW-CCCD_minus_ACDC2",0.0202500000000001
"1386",5,0.5,0.1,"RW-CCCD_minus_ACDC2",0.027421875
"1387",5,0.5,0.25,"RW-CCCD_minus_ACDC2",0.00778571428571395
"1388",5,0.5,0.5,"RW-CCCD_minus_ACDC2",0.000400000000000067
"1389",5,0.5,0.75,"RW-CCCD_minus_ACDC2",0.00329629629629602
"1390",5,0.5,1,"RW-CCCD_minus_ACDC2",0.00324999999999998
"1391",5,0.75,0.1,"RW-CCCD_minus_ACDC2",-0.001571428571428
"1392",5,0.75,0.25,"RW-CCCD_minus_ACDC2",0.000166666666667092
"1393",5,0.75,0.5,"RW-CCCD_minus_ACDC2",-0.00316666666666598
"1394",5,0.75,0.75,"RW-CCCD_minus_ACDC2",0.000666666666666926
"1395",5,0.75,1,"RW-CCCD_minus_ACDC2",-0.000249999999999972
"1396",5,1,0.1,"RW-CCCD_minus_ACDC2",-0.00375000000000003
"1397",5,1,0.25,"RW-CCCD_minus_ACDC2",-0.00160000000000005
"1398",5,1,0.5,"RW-CCCD_minus_ACDC2",-0.001
"1399",5,1,0.75,"RW-CCCD_minus_ACDC2",0
"1400",5,1,1,"RW-CCCD_minus_ACDC2",0
"1401",10,0,0.1,"RW-CCCD_minus_ACDC3",0
"1402",10,0,0.25,"RW-CCCD_minus_ACDC3",0
"1403",10,0,0.5,"RW-CCCD_minus_ACDC3",-0.00173333333333303
"1404",10,0,0.75,"RW-CCCD_minus_ACDC3",-0.005058823529412
"1405",10,0,1,"RW-CCCD_minus_ACDC3",-0.000529411764706
"1406",10,0.25,0.1,"RW-CCCD_minus_ACDC3",0.1275
"1407",10,0.25,0.25,"RW-CCCD_minus_ACDC3",0.029177215189874
"1408",10,0.25,0.5,"RW-CCCD_minus_ACDC3",0.00945833333333301
"1409",10,0.25,0.75,"RW-CCCD_minus_ACDC3",0.001782051282052
"1410",10,0.25,1,"RW-CCCD_minus_ACDC3",0.00539999999999996
"1411",10,0.5,0.1,"RW-CCCD_minus_ACDC3",-0.021316326530612
"1412",10,0.5,0.25,"RW-CCCD_minus_ACDC3",-0.00187499999999996
"1413",10,0.5,0.5,"RW-CCCD_minus_ACDC3",-0.00440000000000007
